class_name,lh_0_x,lh_0_y,lh_0_z,lh_1_x,lh_1_y,lh_1_z,lh_2_x,lh_2_y,lh_2_z,lh_3_x,lh_3_y,lh_3_z,lh_4_x,lh_4_y,lh_4_z,lh_5_x,lh_5_y,lh_5_z,lh_6_x,lh_6_y,lh_6_z,lh_7_x,lh_7_y,lh_7_z,lh_8_x,lh_8_y,lh_8_z,lh_9_x,lh_9_y,lh_9_z,lh_10_x,lh_10_y,lh_10_z,lh_11_x,lh_11_y,lh_11_z,lh_12_x,lh_12_y,lh_12_z,lh_13_x,lh_13_y,lh_13_z,lh_14_x,lh_14_y,lh_14_z,lh_15_x,lh_15_y,lh_15_z,lh_16_x,lh_16_y,lh_16_z,lh_17_x,lh_17_y,lh_17_z,lh_18_x,lh_18_y,lh_18_z,lh_19_x,lh_19_y,lh_19_z,lh_20_x,lh_20_y,lh_20_z,rh_0_x,rh_0_y,rh_0_z,rh_1_x,rh_1_y,rh_1_z,rh_2_x,rh_2_y,rh_2_z,rh_3_x,rh_3_y,rh_3_z,rh_4_x,rh_4_y,rh_4_z,rh_5_x,rh_5_y,rh_5_z,rh_6_x,rh_6_y,rh_6_z,rh_7_x,rh_7_y,rh_7_z,rh_8_x,rh_8_y,rh_8_z,rh_9_x,rh_9_y,rh_9_z,rh_10_x,rh_10_y,rh_10_z,rh_11_x,rh_11_y,rh_11_z,rh_12_x,rh_12_y,rh_12_z,rh_13_x,rh_13_y,rh_13_z,rh_14_x,rh_14_y,rh_14_z,rh_15_x,rh_15_y,rh_15_z,rh_16_x,rh_16_y,rh_16_z,rh_17_x,rh_17_y,rh_17_z,rh_18_x,rh_18_y,rh_18_z,rh_19_x,rh_19_y,rh_19_z,rh_20_x,rh_20_y,rh_20_z
Hello,0.36485207080841064,0.8332847356796265,4.0801003819979087e-07,0.4313013553619385,0.813257098197937,0.007341852877289057,0.4981132745742798,0.8285139203071594,-0.0011053176131099463,0.546039879322052,0.8655680418014526,-0.013264806941151619,0.5748487114906311,0.9091675281524658,-0.025083841755986214,0.5294308066368103,0.7823004126548767,-0.01630430854856968,0.5839591026306152,0.8589423298835754,-0.03877044841647148,0.604282796382904,0.9199807047843933,-0.05399500951170921,0.611415684223175,0.9688678979873657,-0.06301233917474747,0.5115541219711304,0.7959631085395813,-0.03199367597699165,0.5670446157455444,0.8712660074234009,-0.04894248768687248,0.5899778008460999,0.9289538860321045,-0.0570000559091568,0.6001874208450317,0.9773291945457458,-0.06373163312673569,0.4855246841907501,0.821252703666687,-0.04741040617227554,0.5354706645011902,0.8907947540283203,-0.06140577420592308,0.5562876462936401,0.9440083503723145,-0.06367769092321396,0.5671371817588806,0.988705575466156,-0.06575773656368256,0.45624008774757385,0.8565826416015625,-0.06260234117507935,0.49544763565063477,0.9096457958221436,-0.06995732337236404,0.5133841037750244,0.9477618932723999,-0.06836023181676865,0.5255388021469116,0.9821945428848267,-0.06734956055879593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.36213570833206177,0.7704370021820068,4.3794514681394503e-07,0.43279334902763367,0.7859528064727783,0.006387327332049608,0.4957709014415741,0.802914559841156,-0.003134662751108408,0.5394095182418823,0.8199129700660706,-0.016140274703502655,0.5680986046791077,0.821320652961731,-0.030644061043858528,0.5278586745262146,0.7384941577911377,-0.024554509669542313,0.5745442509651184,0.8000637292861938,-0.053100213408470154,0.589677095413208,0.8542238473892212,-0.07322677224874496,0.5928469896316528,0.8956753015518188,-0.0853663757443428,0.5059912800788879,0.732012927532196,-0.04128260910511017,0.5562179088592529,0.8023700714111328,-0.06340699642896652,0.5728445649147034,0.8528490662574768,-0.07513310015201569,0.5764801502227783,0.8892285227775574,-0.08504226058721542,0.4740395247936249,0.7388590574264526,-0.05746318772435188,0.5175675749778748,0.8056060671806335,-0.07780059427022934,0.5360643863677979,0.8566882610321045,-0.08327121287584305,0.5434609651565552,0.8953694701194763,-0.08755370229482651,0.43643009662628174,0.7565215229988098,-0.07293933629989624,0.47214385867118835,0.8089424967765808,-0.08743076771497726,0.49259692430496216,0.8467316031455994,-0.0900353193283081,0.5060747861862183,0.8787527084350586,-0.09204655140638351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.19871102273464203,0.8805419206619263,7.780795385770034e-08,0.28749361634254456,0.8138787746429443,0.0005406339769251645,0.35047203302383423,0.7126476764678955,8.101107960101217e-05,0.3894825577735901,0.6332105398178101,-0.010441837832331657,0.41851383447647095,0.5636817216873169,-0.01931605115532875,0.2940528392791748,0.5649909973144531,0.04034489020705223,0.33582228422164917,0.4551982283592224,0.007247348316013813,0.391039103269577,0.4767957329750061,-0.02565178833901882,0.4291505515575409,0.5242989659309387,-0.04322535917162895,0.2656751871109009,0.555488109588623,0.021409891545772552,0.31657490134239197,0.4386420249938965,-0.01421134639531374,0.3797833025455475,0.4665619134902954,-0.04679360240697861,0.41991719603538513,0.5222716927528381,-0.06271405518054962,0.23147600889205933,0.5518956780433655,-0.003966359421610832,0.28225842118263245,0.440640926361084,-0.036091916263103485,0.35083717107772827,0.46443402767181396,-0.05606084689497948,0.3967958688735962,0.5175067186355591,-0.062022071331739426,0.19413244724273682,0.5583527088165283,-0.03107379749417305,0.24313190579414368,0.46759033203125,-0.05467160791158676,0.30078351497650146,0.46635591983795166,-0.06401585787534714,0.34825822710990906,0.4929066598415375,-0.06553706526756287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.18307390809059143,0.8472951650619507,2.202727671374305e-07,0.2755011022090912,0.7817696332931519,0.016251476481556892,0.33011314272880554,0.6727651953697205,0.026341062039136887,0.3652430474758148,0.5921420454978943,0.022608045488595963,0.39561617374420166,0.5282976627349854,0.01927964948117733,0.27160656452178955,0.5388367772102356,0.06499584764242172,0.3120478093624115,0.4334872364997864,0.03866470605134964,0.36661311984062195,0.4447425603866577,0.009712161496281624,0.4029754400253296,0.4856392741203308,-0.005021877586841583,0.24580128490924835,0.5241715908050537,0.03973299264907837,0.29296863079071045,0.40872061252593994,0.0069970483891665936,0.3571849465370178,0.43416017293930054,-0.025167148560285568,0.39822834730148315,0.49166935682296753,-0.03884749859571457,0.21366193890571594,0.5148736238479614,0.00842792447656393,0.26103654503822327,0.4083021283149719,-0.02236367203295231,0.33229225873947144,0.43499433994293213,-0.04402809590101242,0.378696084022522,0.49149221181869507,-0.049449577927589417,0.17743608355522156,0.5139102935791016,-0.023287728428840637,0.22272658348083496,0.42076417803764343,-0.04665392264723778,0.2838062047958374,0.42439693212509155,-0.05710573494434357,0.33462536334991455,0.45791691541671753,-0.058457616716623306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.18011265993118286,0.8251329660415649,2.613674894291762e-07,0.2705364227294922,0.7531353235244751,0.006646253168582916,0.3220028877258301,0.6485142111778259,0.013502339832484722,0.3487704396247864,0.5669798851013184,0.00887791346758604,0.37585413455963135,0.5055631995201111,0.004584483802318573,0.2559168338775635,0.526593029499054,0.05417286977171898,0.29418206214904785,0.4231311082839966,0.027868961915373802,0.3467386066913605,0.4287559986114502,-0.0011710923863574862,0.38475602865219116,0.4622576832771301,-0.016890672966837883,0.22787269949913025,0.5126416683197021,0.03403289616107941,0.2733394205570221,0.3988524079322815,-0.0009193157311528921,0.3353067934513092,0.418880820274353,-0.03482264652848244,0.37650632858276367,0.4729503393173218,-0.04995197430253029,0.19522911310195923,0.5036112666130066,0.007755408529192209,0.23534023761749268,0.39090684056282043,-0.02378983423113823,0.3037157356739044,0.4095131754875183,-0.04641338810324669,0.3495962619781494,0.46318724751472473,-0.052746664732694626,0.15651415288448334,0.5030094385147095,-0.019752798601984978,0.18876659870147705,0.40209129452705383,-0.04312702640891075,0.2424139827489853,0.39472728967666626,-0.05429423972964287,0.2892342209815979,0.4229918420314789,-0.05664058402180672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.15641434490680695,0.8002248406410217,2.816245228132175e-07,0.24351036548614502,0.7263444662094116,0.0018459117272868752,0.2832886874675751,0.6197265982627869,0.00971309095621109,0.30184388160705566,0.5332394242286682,0.008293824270367622,0.3158802092075348,0.4628712236881256,0.007173867896199226,0.2104446291923523,0.5134519338607788,0.0568365752696991,0.242100328207016,0.4284224510192871,0.039256222546100616,0.28967636823654175,0.4154013395309448,0.015242055058479309,0.32521623373031616,0.4274206757545471,0.0014080266701057553,0.18476736545562744,0.4959239363670349,0.04230722784996033,0.2172938883304596,0.38664358854293823,0.017505869269371033,0.2726357579231262,0.38621097803115845,-0.012453443370759487,0.3134939670562744,0.42371469736099243,-0.027138492092490196,0.15456140041351318,0.4862053096294403,0.021481921896338463,0.17998182773590088,0.3707304894924164,-0.0016086321556940675,0.23907504975795746,0.37253695726394653,-0.02501816861331463,0.2833802402019501,0.41571640968322754,-0.03421880304813385,0.11977405846118927,0.48634272813796997,-0.000885791378095746,0.13242210447788239,0.38136863708496094,-0.019676797091960907,0.181918203830719,0.36510711908340454,-0.03289208561182022,0.2320600152015686,0.3911862373352051,-0.038042087107896805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.15404844284057617,0.7955101132392883,3.1244945830621873e-07,0.2394077181816101,0.7231999635696411,0.0004714166861958802,0.2788669764995575,0.613796055316925,0.009416932240128517,0.2986393868923187,0.5264906287193298,0.00954772625118494,0.31008613109588623,0.4471066892147064,0.010277369990944862,0.20573922991752625,0.507872998714447,0.061210423707962036,0.23509718477725983,0.4234704077243805,0.04729176685214043,0.27747857570648193,0.39684367179870605,0.024993648752570152,0.31050628423690796,0.3978949785232544,0.011660654097795486,0.17754021286964417,0.4908938407897949,0.047360945492982864,0.20894452929496765,0.3877788782119751,0.026366276666522026,0.2610408365726471,0.37493985891342163,-0.00317219365388155,0.30300599336624146,0.40056437253952026,-0.018441183492541313,0.14489959180355072,0.4827241599559784,0.026741724461317062,0.16978469491004944,0.37103354930877686,0.006323646754026413,0.22650137543678284,0.3587588667869568,-0.016555551439523697,0.27319490909576416,0.386507511138916,-0.02661064825952053,0.1094263568520546,0.485586017370224,0.004369199275970459,0.12170291692018509,0.3850988745689392,-0.012663242407143116,0.16669651865959167,0.3564775288105011,-0.02484533190727234,0.21479253470897675,0.36474281549453735,-0.029986295849084854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.15257008373737335,0.7876226305961609,4.1337492007187393e-07,0.23546122014522552,0.7193063497543335,-0.0021445187740027905,0.2773092985153198,0.6136570572853088,0.004769017919898033,0.2955441474914551,0.5264840722084045,0.004203223157674074,0.3092552423477173,0.44655829668045044,0.00381690775975585,0.19713255763053894,0.5101327300071716,0.052279382944107056,0.22376210987567902,0.42454391717910767,0.03763836994767189,0.26580357551574707,0.38420388102531433,0.016084274277091026,0.30064111948013306,0.3672359883785248,0.002782822586596012,0.1654973030090332,0.4892619252204895,0.039177536964416504,0.18995168805122375,0.37942421436309814,0.019009161740541458,0.24178513884544373,0.34968262910842896,-0.007364280987530947,0.28725284337997437,0.3598605692386627,-0.021140631288290024,0.1320759356021881,0.4808778762817383,0.019708948209881783,0.1439439356327057,0.35968947410583496,0.00012002151925116777,0.19666694104671478,0.3282262682914734,-0.020378610119223595,0.24616891145706177,0.3390684723854065,-0.029430314898490906,0.09853601455688477,0.48577484488487244,-0.0016668159514665604,0.09968989342451096,0.3791741132736206,-0.01907745748758316,0.13932918012142181,0.33832889795303345,-0.030024759471416473,0.18595696985721588,0.33963292837142944,-0.0341411791741848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.14821460843086243,0.7847826480865479,4.53744007700152e-07,0.23394325375556946,0.7169371843338013,-0.0041637360118329525,0.2760733366012573,0.6069526672363281,0.002242865040898323,0.29460904002189636,0.514744222164154,0.0019981784280389547,0.3123658299446106,0.4360117018222809,0.0015417756512761116,0.19331160187721252,0.49790942668914795,0.04312623292207718,0.22228725254535675,0.4026171565055847,0.02741897664964199,0.2636217772960663,0.3600780963897705,0.007212894037365913,0.29973360896110535,0.34104302525520325,-0.0054872846230864525,0.15835200250148773,0.47804272174835205,0.030672961845993996,0.17813752591609955,0.35862743854522705,0.008790775202214718,0.22951017320156097,0.3230125308036804,-0.016289841383695602,0.2765175998210907,0.32801198959350586,-0.02895534597337246,0.12327167391777039,0.475876122713089,0.012126775458455086,0.1258421689271927,0.34533846378326416,-0.010665254667401314,0.17625504732131958,0.3037996292114258,-0.031780604273080826,0.22745223343372345,0.3018069267272949,-0.04099653288722038,0.08829079568386078,0.48925521969795227,-0.008068399503827095,0.08290549367666245,0.3767683207988739,-0.02957342006266117,0.11857953667640686,0.32715436816215515,-0.04274740442633629,0.16444480419158936,0.3161013126373291,-0.04817090928554535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello,0.12551897764205933,0.7815202474594116,6.886496635161166e-07,0.2146051824092865,0.7309433221817017,-0.01631699874997139,0.2686973810195923,0.6113189458847046,-0.015453852713108063,0.2964693009853363,0.5158190727233887,-0.015460615046322346,0.3244662582874298,0.4492309093475342,-0.015058680437505245,0.19853785634040833,0.4735249876976013,0.010961590334773064,0.22804664075374603,0.3649159073829651,-0.004333041608333588,0.25611114501953125,0.3021634817123413,-0.02143128775060177,0.282679945230484,0.2509125769138336,-0.03302232548594475,0.14964665472507477,0.452911376953125,0.004496007692068815,0.17298798263072968,0.326421320438385,-0.006868212018162012,0.201776921749115,0.24729645252227783,-0.022058552131056786,0.2296571284532547,0.18295413255691528,-0.03273610398173332,0.10175443440675735,0.45507967472076416,-0.00760858366265893,0.10927511006593704,0.33069419860839844,-0.022286809980869293,0.1352159082889557,0.2562851905822754,-0.036447733640670776,0.16396643221378326,0.19489192962646484,-0.04586528614163399,0.05202609300613403,0.47617819905281067,-0.022243911400437355,0.04233424365520477,0.36943119764328003,-0.0361899808049202,0.053412556648254395,0.30035775899887085,-0.043060045689344406,0.07459097355604172,0.23934674263000488,-0.0474981889128685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
